报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20031231,,451229814.89,,,1293686.3,,,217951747.42,119158172.8,98793574.62,,53507717.32,,,,,,,,,,29571549.94,29571549.94,900565516.66,,811196.59,,,,1654931229.12,,,,,,,,156318702.74,,,,,,975166186.34,336077942.72,639088243.62,8455501.01,10359399.01,10359399.01,,630632742.61,,630632742.61,,,,,,192939750.01,,,1659680.12,,,,991910274.49,2646841503.61,,548200000.0,,,,,,213180077.71,80400000.0,132780077.71,114096011.72,,,,18692281.67,-15000605.33,,342163.74,,,34564825.19,34906988.93,20748916.51,,,,,,,,461025.18,,,,,67000000.0,,1002284696.39,,133000000.0,,,,,,,206000.0,206000.0,,,324296.28,,133530296.28,1135814992.67,,841399673.0,,,,373603271.21,,,,271297117.28,,,598434.45,,,1486898495.94,24128015.0,1511026510.94,2646841503.61,定期报告,是,20050408,CNY,合并期末,2020-03-13T15:29:48
20030930,,388555396.08,,,1072710.6,,,208229337.88,57997889.01,150231448.87,,75073494.8,,,,,,,,,,59055359.22,59055359.22,808441364.67,,6436093.76,,,79797.9,1546943554.91,,,,,,,,162437038.49,,,,,,813005152.08,326992877.21,486012274.87,9048925.94,188735159.12,188735159.12,,476963348.93,,476963348.93,,,,,,196935466.32,,,2059016.7,,,,1027130029.56,2574073584.47,,415200000.0,,,,,,189180256.81,117233188.0,71947068.81,35269489.65,,,,21469884.56,16691472.91,,646657.6,,,75222201.42,75868859.02,33789490.99,,,,,,,,673462.76,,,,,150000000.0,,938142916.7,,78000000.0,,,,,,,206000.0,206000.0,,,324296.28,,78530296.28,1016673212.98,,841399673.0,,,,373227794.08,,,,271867989.36,,,47633590.16,,,1534129046.6,23271324.89,1557400371.49,2574073584.47,定期报告,未审计,20031031,CNY,合并期末,2020-03-13T15:29:48
20030630,,381096590.87,,,1072710.6,,,198330986.88,49896952.45,148434034.43,,67862260.24,297812.29,,,,,,,,,33234451.85,33532264.14,818572751.74,,2532712.14,,,,1503000276.61,,,,,,,,171735834.57,,,,,,808052110.86,313549277.68,494502833.18,9048925.94,172911917.29,172911917.29,,485453907.24,,485453907.24,,,,,,198769676.47,,,2178090.92,,,,1031049426.49,2534049703.1,,377200000.0,,,,,,214923011.77,138088913.45,76834098.32,17112882.72,,,,12983390.26,15612252.28,,342163.89,,,42265265.99,42607429.88,32779488.3,,,,,,,,6836371.56,,,,,175000000.0,,895054826.77,,75000000.0,,,,,,,206000.0,206000.0,,,324296.28,,75530296.28,970585123.05,,525874796.0,,,,688742861.48,,,,271867989.36,,,52494431.53,,,1538980078.37,24484501.68,1563464580.05,2534049703.1,定期报告,是,20030826,CNY,合并期末,2020-03-13T15:29:48
20030331,,394697790.92,,,1064222.15,,,275487066.74,65746128.34,209740938.4,,43527982.37,,,,,,,,,,92950604.0,92950604.0,791524212.62,,1195001.78,,,167173.74,1600614054.32,,,100000.0,,,,,171400896.91,,,,,,798652456.13,299741336.87,498911119.26,9048925.94,140923952.38,140923952.38,,489862193.32,2542126.98,492404320.3,,,,,,200185222.4,,,2306388.2,,,,1007320780.19,2607934834.51,,449200000.0,,,,,,229180737.16,139494025.55,89686711.61,14341916.24,,,,12450800.73,61137538.11,,646657.6,,,37278317.46,37924975.06,34054803.85,,,,,,,,4131259.12,,,,,100000000.0,,942422030.27,,100000000.0,,,,,,,206000.0,206000.0,,,324296.28,,100530296.28,1042952326.55,,525874796.0,,,,688729807.88,,,,237247407.83,,,86818973.97,,,1538670985.68,26311522.28,1564982507.96,2607934834.51,定期报告,未审计,20030424,CNY,合并期末,2020-03-13T15:29:48
20021231,,426518552.53,,,1064222.15,,,192727409.81,47103789.5,145623620.31,,65006130.69,,,,,,,,,,32883943.54,32883943.54,776391947.62,,1653515.75,,,,1496245722.09,,,100000.0,,,,,172398536.99,,,,,,797262137.73,288329317.43,508932820.3,9048925.94,93216932.21,93216932.21,,499883894.36,,499883894.36,,,,,,202307360.23,,,2653784.21,,,,970560508.0,2466806230.09,,448220000.0,,,,,,178554685.98,102628843.7,75925842.28,31948142.81,,,,16304704.16,-1346476.5,,342163.89,,,33727371.7,34069535.59,34773475.24,,,,,,,,852729.08,,,,,100000000.0,,843376796.36,,100000000.0,,,,,,,206000.0,206000.0,,,324296.28,,100530296.28,943907092.64,,525874796.0,,,,688729807.88,,,,265419745.73,,,17320022.08,,,1497344371.69,25554765.76,1522899137.45,2466806230.09,定期报告,是,20040324,CNY,合并期末,2020-03-13T15:29:48
20020930,,160403672.33,,,1293686.3,,,234318135.73,26988426.08,207329709.65,,65165724.97,,,,,,,,,,86844609.32,86844609.32,722916045.4,,8050003.3,,,2510668.37,1281502545.72,,,100000.0,,,,,178570508.7,,,,,,798789914.81,282008428.32,516781486.49,9048925.94,63127855.42,63127855.42,,507732560.55,-214815.85,507517744.7,,,,,,204405465.21,,,4006071.86,,,,945441123.85,2226943669.57,,351220000.0,,,,,,150419022.58,82565593.4,67853429.18,19799071.53,,,,24823356.57,49704454.76,,73986843.55,,,67073744.92,141060588.47,33201061.27,,,,,,,,2177270.59,,,,,20000000.0,,792404825.77,,180000000.0,,,,,,,206000.0,206000.0,,,324296.28,,180530296.28,972935122.05,,488934574.0,,,,441027449.62,,,,266907126.67,,,31236679.2,,,1228105829.49,25902718.03,1254008547.52,2226943669.57,其他,未审计,20021030,CNY,合并期末,2020-03-13T15:29:48
20020630,,150940471.13,,,1293686.3,,,214231866.51,32893508.0,181338358.51,,19650115.56,,,,,,,,,,70660352.75,70660352.75,758230258.89,,2736996.89,,,,1217743748.03,,,100000.0,,,,,170888255.81,,,,,,795456479.68,271742115.7,523714363.98,9048925.94,49851485.76,49851485.76,,514665438.04,,514665438.04,,,,,,206494276.85,,,4439888.31,,,,946439344.77,2164183092.8,,329300000.0,,,,,,136991131.68,90692161.35,46298970.33,24284343.5,,,,21134316.29,35883637.36,,73682349.84,,,43165337.24,116847687.08,31654121.89,,,,,,,,13865203.39,,,,,20000000.0,,729960441.19,,180000000.0,,,,,,,206000.0,206000.0,,,324296.28,,180530296.28,910490737.47,,488934574.0,,,,441027449.32,,,,266907126.67,,,31269646.18,,,1228138796.17,25553559.16,1253692355.33,2164183092.8,其他,是,20020716,CNY,合并期末,2020-03-13T15:29:48
20020331,,214643805.03,,,66540.0,,,211825793.7,32226121.1,179599672.6,,58930839.61,,,,,,,,,,82300817.29,82300817.29,695975705.44,,271627.39,,,-8377.69,1264006750.77,,,100000.0,,,,,160583430.17,,,,,,792601576.89,258965633.96,533635942.93,9048925.94,41100806.03,41100806.03,,524587016.99,-111339.16,524475677.83,,,,,,207776268.54,,,4925917.18,,,,938962099.75,2202968850.52,,303700000.0,,,,,,126074592.62,74867006.62,51207586.0,14211945.62,,,,23076547.45,97644771.91,,646657.45,,,46526053.99,47172711.44,33704117.61,,,,,,,,9199092.27,2435593.17,,,,40000000.0,197615.95,697416988.04,,170000000.0,,,,,,206000.0,206000.0,,,,324296.28,,170530296.28,867947284.32,,488934574.0,,,,441013633.0,,,,261787797.0,,,112610786.62,,,1304346790.62,30674775.58,1335021566.2,2202968850.52,其他,未审计,20020423,CNY,合并期末,2020-03-13T15:29:48
20011231,,245913391.89,,,66540.0,,,181314911.02,19617468.0,161697443.02,,53399185.87,,,,,,,,,,52668637.89,52668637.89,667981000.77,,1015670.51,,,,1202359337.95,,,100000.0,,,,,160458430.16,,,,,,789188899.96,245669927.71,543518972.25,9048925.94,40098527.41,40098527.41,,534470046.31,,534470046.31,,,,,,210752140.23,,,5540980.72,,,,951420124.83,2153779462.78,,302150000.0,,,,,,151255500.59,81393728.84,69861771.75,23603608.47,,,,22711601.39,58338251.33,,346059.99,,,41077967.09,41424027.08,29590844.3,,,,,,,,1338237.82,2435593.17,,,,57400000.0,,690247664.15,,170000000.0,,,,,,,,,,,324296.28,206000.0,170530296.28,860777960.43,,488934574.0,,,,441013633.2,,,,261787797.0,,,75697137.72,,,1267433141.92,25568360.43,1293001502.35,2153779462.78,其他,是,20020227,CNY,合并期末,2020-03-13T15:29:48
20010630,,204056626.75,,,66540.0,,,205546502.42,13793700.0,191752802.42,,48755169.25,,,,,,,,,,67564206.81,67564206.81,595331393.83,,2553972.89,,,,1123874411.95,,,100000.0,,,,,163115423.91,,,,,,756270981.3,221649341.19,534621640.11,9058925.94,55131176.82,55131176.82,,525562714.17,822741.81,526385455.98,,,,,,208376949.63,,,6123167.58,,,,959232173.92,2083106585.87,,208250000.0,,,,,,116959846.32,64395697.51,52564148.81,12719879.08,,,,19085192.69,67220686.78,,124127741.78,,,36834967.21,160962708.99,29846801.89,,,,,,,,12791914.82,,,,,,,627837030.57,,220400000.0,,,,,,,,,,,324296.28,206000.0,220930296.28,848767326.85,,488934574.0,,,,439730283.3,,,,255156629.58,,,35485036.12,,,1219306523.0,15032736.02,1234339259.02,2083106585.87,其他,是,20010717,CNY,合并期末,2020-03-13T15:29:48
20001231,,174952746.78,,,20000000.0,,,220338395.67,42441277.84,177897117.83,,3288763.52,,,,,,,60085349.59,,,118178694.54,118178694.54,515907903.65,,981330.14,203028.28,,,1063191612.18,,,100000.0,,,,,168652659.74,,,,,,730890407.64,200235343.92,530655063.72,,55279821.69,55279821.69,,530655063.72,187778.28,530842842.0,,,,,,212819647.88,,,7197625.22,,,,974979819.59,2038171431.77,,136650000.0,,,,,,95709718.33,30658781.34,65050936.99,14808348.58,,,,26170303.85,35204056.5,,1493120.4,,,41150732.51,42643852.91,26372931.93,,,,,,,,344446.61,,,,,3000000.0,,380903658.71,,324000000.0,,,,,,,206000.0,,,,1824478.61,,326030478.61,706934137.32,,488934574.0,,,,442776108.03,,,,250533335.86,,,133016387.98,,,1315260405.87,15976888.58,1331237294.45,2038171431.77,其他,是,20010223,CNY,合并期末,2020-03-13T15:29:48
20000630,,108214767.25,,,,,,215436324.79,24698875.6,190737449.19,,11554755.72,,,,,,,45129531.46,,,111901308.46,111901308.46,400031416.05,,3520041.8,-125727.59,,,844274084.4,,,250000.0,,,,,219116531.53,,,,,,609075492.52,179137282.85,429938209.67,,146750844.58,146750844.58,,429938209.67,187778.28,430125987.95,,,,,,214959435.15,,,6563426.87,,,,984946988.03,1829221072.43,,353400000.0,,,,,,62056959.95,22205996.85,39850963.1,8365933.29,,,,13917074.83,105093028.4,,,,,36816045.85,36816045.85,12383676.01,,,,,,,,8649627.38,,,,,,,600682345.71,,3000000.0,,,,,,,15366493.62,,,,324296.28,,14117953.7,614800299.41,,488934574.0,,,,439730283.3,,,,227545030.29,,,45041222.62,,,1201251110.21,13169662.81,1214420773.02,1829221072.43,其他,未审计,20000816,CNY,合并期末,2020-03-13T15:29:48
19991231,,198827645.89,,,,,,193593719.36,47352316.0,146241403.36,,4931261.92,,,,,,,45129531.46,,,96942823.94,96942823.94,388729692.13,,2380149.57,,,,883268764.72,,,250000.0,,,,,199969402.97,,,,,,606194752.43,162456521.33,443738231.1,,102885202.14,102565719.41,319482.73,443738231.1,7992.74,443746223.84,,,,,,218858510.67,,,7326509.8,,,,940246155.98,1823514920.7,,180500000.0,,,,,,97021705.69,26148069.83,70873635.86,13105239.48,,,,13518830.89,59859299.18,,215768033.93,,,45763833.07,261531867.0,13942950.98,,,,,,,,451893.84,,,,,,,639931787.06,,3000000.0,,,,,,,13406890.33,,,,324296.28,,12157795.41,652089582.47,,488934574.0,,,,439730283.3,,,,227545030.29,,,2006940.16,,,1158216827.75,13208510.48,1171425338.23,1823514920.7,其他,是,20000411,CNY,合并期末,2020-03-13T15:29:48
19990630,,200697869.7,,,,,,189218826.36,36042609.44,153176216.92,,12264857.2,,,,,,,11414359.4,,,266268655.43,266268655.43,353959056.88,,5013085.15,-2618139.63,,,1036374103.16,,,250000.0,,,,,120028617.73,,,,,,599749279.38,144953087.47,454796191.91,,64978367.92,64978367.92,,454796191.91,-105727.21,454690464.7,,,,,,182853651.12,,,334363.9,,,,821760378.56,1858134481.72,,148000000.0,,,,,,80181357.81,16572287.2,63609070.61,7815658.26,,,,11452100.79,48712360.8,,,,,87951549.01,87951549.01,45587119.56,,,,,,,,187309.84,,,,,,,429887456.07,,135500.0,,,,,,,,,,,324296.28,,9298017.31,439185473.38,,488934574.0,,,,439730283.3,,,,223203986.1,,,251666506.81,,,1403535350.21,15413658.13,1418949008.34,1858134481.72,其他,未审计,19990821,CNY,合并期末,2020-03-13T15:29:48
19981231,,144721264.96,,,,,,200239847.02,75063340.75,125176506.27,,1801688.87,,,,,,,26971359.4,,,217019058.78,217019058.78,380578815.18,,2956887.73,-2711843.91,,,970974748.23,,,250000.0,,,,,111028617.73,,,,,,590131060.47,127320481.94,462810578.53,,51699316.52,51699316.52,,462810578.53,-16500.0,462794078.53,,,,,,185423809.57,,,262500.21,,,,810142929.26,1781117677.49,,128800000.0,,,,,,135123184.88,39761134.57,95362050.31,13077300.07,,,,23900134.12,48554354.85,,,,,22803638.7,22803638.7,45980858.08,,,,,,,,5793.6,,,,,,,418245264.3,,,,,,,,,,,,,324296.28,,7575210.46,425820474.76,,488934574.0,,,,439730283.3,,,,223203986.1,,,188802813.73,,,1340671657.13,14625545.6,1355297202.73,1781117677.49,其他,是,19990410,CNY,合并期末,2020-03-13T15:29:48
19980630,,148051151.61,,,,,,183214276.24,31153000.4,152061275.84,,1288387.2,,,,,,,,,,248734947.09,248734947.09,326485960.25,,4048756.15,71025.33,,2421.3,911080620.8,,,250000.0,,,,,114354257.85,,,,,,382244018.36,110255824.62,271988193.74,,282561542.36,282561542.36,,271988193.74,-16500.0,271971693.74,,,,,,82481116.64,,,307241.2,,,,752052852.34,1663133473.14,,73000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73000000.0,,49500.0,,,,,,,,,,,534613567.64,354323.7,360797330.93,433797330.93,,488934574.0,,,,434528607.49,,,,197963858.06,,,94999751.43,,,1216426790.98,12909351.23,1229336142.21,1663133473.14,其他,未审计,19980814,CNY,合并期末,2020-03-13T15:29:48
19971231,,129204661.77,,,,,,219155875.31,55895000.0,163260875.31,,1265772.81,,,,,,,,,,104411857.31,104411857.31,276096001.51,,833888.61,2421.3,,,730154174.25,,,250000.0,,,,,,,,,,,313912021.35,97893318.19,216018703.16,,236922686.45,236922686.45,,216018703.16,,216018703.16,,,,,,44990488.69,,,,,,954643.51,622711604.5,1352865778.75,,144600000.0,,,,,,72125965.73,,72125965.73,6430836.58,,,,8531634.77,93503985.58,,112831056.0,,,31254528.13,144085584.13,49983309.62,,,,,,,,,,,,,,,519261316.41,,79000.0,,,,,,,15273251.23,,,,,,15352251.23,534613567.64,,325278720.0,,,,135830431.93,,,,197963858.06,,,159179201.12,,,818252211.11,,818252211.11,1352865778.75,其他,是,19980119,CNY,合并期末,2020-03-13T15:29:48
19970630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544580133.68,,,,,,,,105255082.69,,,,,,,,195041135.4,,230788261.34,230788261.34,,195041135.4,,195041135.4,,,,,,,,,,,,,580043803.09,1124623936.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407126992.15,,,,,,,,,,,,,,,7873541.19,415000533.34,,325278720.0,,,,135543431.93,,,,134216867.1,,,114584384.1,,,709623403.43,,709623403.43,1124623936.77,其他,是,19970820,CNY,合并期末,2020-03-13T15:29:48
19961231,,87999644.77,,,1375664.0,,,31333172.27,18227500.0,13105672.27,,3623997.95,,,,,,,,,,126922342.59,126922342.59,263094906.36,,6984192.01,,,,521268391.59,,,,,,,,104575082.69,,,,,,255647752.72,79465651.16,176182101.56,,213521398.17,213521398.17,,176182101.56,77839.37,176259940.93,,,,,,44437041.86,,,,,,4126672.57,542920136.22,1064188527.81,,82000000.0,,,,,,19634564.91,,19634564.91,27159515.34,,,,5136977.02,105762680.86,,135532800.0,,,19633918.46,155166718.46,44599453.53,,,,,,,,,,,,,5070000.0,,444529910.12,,,,,,,,,,,,,,7597305.26,7597305.26,452127215.38,,169416000.0,,,,237193031.93,,,,134216867.1,,,71235413.4,,,612061312.43,,612061312.43,1064188527.81,其他,是,19970301,CNY,合并期末,2020-03-13T15:29:48
19960630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494144500.0,,,,,,,,70867200.0,,,,,,,,176108700.0,,164771900.0,164771900.0,,176108700.0,,176108700.0,,,,,,,,,,,,,462698600.0,956843100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370630700.0,,,,,,,,,,,,,,,8983200.0,379613900.0,,169416000.0,,,,237193000.0,,,,85279700.0,,,85340400.0,,,577229100.0,,577229100.0,956843100.0,其他,未审计,19960828,CNY,合并期末,2020-03-13T15:29:48
19951231,,54873159.03,,,9118505.0,,,13647971.14,2697795.2,10950175.94,,2349863.76,,,,,,,,,,87295857.25,87295857.25,234944789.17,,13493527.36,,,,415685660.6,,,,,,,,68459552.69,,,,,,241211927.88,62381530.14,178830397.74,,139207135.15,139207135.15,,178830397.74,3724.71,178834122.45,,,,,,48859401.98,,,,,,6560472.07,441920684.34,857606344.94,,28470000.0,,,,,,9876185.31,,9876185.31,87105038.1,,,,4431774.41,38407903.59,,101649600.0,,,24770132.48,126419732.48,40363392.44,,,,,,,,188286.25,,,,,8000000.0,,343262312.58,,5070000.0,,,,,,,6365819.52,,,,,,11435819.52,354698132.1,,169416000.0,,,,237193031.93,,,,85279687.18,,,11019493.73,,,502908212.84,,502908212.84,857606344.94,其他,未审计,19960424,CNY,合并期末,2020-03-13T15:29:48
19950630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879704100.0,,,,,,,,63858400.0,,,,,,,,173913900.0,,90923500.0,90923500.0,,173913900.0,,173913900.0,,,,,,,,,,,,,-116060900.0,763643200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214217900.0,,,,,,,,,,,,,,,26816100.0,241034000.0,,112944000.0,,,,,,,,,,,,,,522609200.0,,522609200.0,763643200.0,其他,未审计,19950719,CNY,合并期末,2020-03-13T15:29:48
19941231,,43433080.63,,,10415935.0,,,285271.65,,285271.65,,21276641.38,,,,,,,,,,91581538.13,91581538.13,145954742.52,,15623154.25,5332.76,,,328574277.65,,,,,,,,61444999.18,,,,,,208082997.58,45611175.28,162471822.3,,72711991.46,72711991.46,,162471822.3,,162471822.3,,,,,,53244047.54,,,,,,8354932.91,358227793.39,686802071.04,,52900000.0,,,,,,531545.39,,531545.39,50656146.0,,,,1263279.62,14109543.32,,,,,25691782.25,25691782.25,38300580.64,,,,,,,,463987.74,,,,,,,188700464.96,,23700000.0,,,,,,,7174848.34,,,,,,30874848.34,219575313.3,,86880000.0,,,,236634775.88,,,,43060889.96,,,100651091.9,,,467226757.74,,467226757.74,686802071.04,其他,未审计,19950314,CNY,合并期末,2020-03-13T15:29:48
19940630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309519600.0,,,,,,,,49985900.0,,,,,,,,149914400.0,,57657200.0,57657200.0,,149914400.0,,149914400.0,,,,,,,,,,,,,313547500.0,623067100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172697500.0,,,,,,,,,,,,,,,32114700.0,204812200.0,,86880000.0,,,,,,,,,,,,,,418254800.0,,418254800.0,623067100.0,其他,未审计,19940820,CNY,合并期末,2020-03-13T15:29:48
19931231,,10208193.51,,,,,,35944500.33,,35944500.33,,1254459.27,,,,,,,,,,29107149.61,29107149.61,155443913.29,,719634.27,,,,232498123.22,,,,,,,,16580159.43,,,,,,119213092.25,30007136.87,89205955.38,,107525674.93,107525674.93,,89205955.38,,89205955.38,,,,,,57552585.78,,,,,,814169.21,271678549.73,504176672.95,,69103000.0,,,,,,3916754.02,,3916754.02,8584153.75,,,,482511.71,22864819.43,,,,,33247804.41,33247804.41,39783730.49,,,,,,,,666788.69,,,,,9997427.97,,228646990.47,,29420000.0,,,,,,,10714108.52,,,,,,40134108.52,268781098.99,,65000000.0,,,,133406928.88,,,,14795458.03,,,22193187.05,,,235395573.96,,235395573.96,504176672.95,其他,未审计,19940507,CNY,合并期末,2020-03-13T15:29:48
19921231,,12212974.18,,,,,,173978.96,,173978.96,,832849.42,,,,,,,,,,45843264.62,45843264.62,107968377.83,,859320.92,80623.95,,,167890765.93,,,,,,,,5433556.07,,,,,,155433763.95,32568693.67,122865070.28,,87159547.8,87159547.8,,122865070.28,,122865070.28,,,,,,,,,,,,,216866062.01,384756827.94,,56903000.0,,,,,,4245297.56,,4245297.56,5638155.13,,,,,22820911.1,,,,,40465048.66,40465048.66,25203299.61,,,,,,,,347442.79,,,,,,,155623154.94,,24856870.0,,,,,,,2658193.84,,,,,,27515063.84,183138218.78,,150616938.92,,,,,,,,51001670.24,,,,,,201618609.16,,201618609.16,384756827.94,其他,未审计,19921231,CNY,合并期末,2020-03-13T15:29:48
19911231,,6558584.36,,,,,,145470.08,,145470.08,,221680.25,,,,,,,,,,36641535.37,36641535.37,62358546.04,,248503.76,1224857.15,,,106174319.86,,,,,,,,4833556.97,,,,,,97145364.47,10165246.34,86980018.13,,68783959.02,68783959.02,,86980018.13,,86980018.13,,,,,,,,,,,,,161822391.27,267996711.13,,27293000.0,,,,,,2752460.78,,2752460.78,21461251.75,,,,39607.41,9972124.0,,,,,14511798.36,14511798.36,14706358.8,,,,,,,,469107.02,,,,,,,91205708.2,,31948750.0,,,,,,,,,,,,,31948750.0,123154458.2,,105298428.93,,,,,,,,39543824.0,,,,,,144842252.93,,144842252.93,267996711.13,其他,未审计,19911231,CNY,合并期末,2020-03-13T15:29:48
